"","CC_AV521","CC_AV527","CC_AV541","CC_AV542","CC_AV543","CC_AV555","CC_AV567","CC_AV570","CC_AV571","CC_AV572","CC_AV579","CC_AV580","CC_AV583","CC_AV584","CC_AV586","CC_AV587","CC_AV588","CC_AV589","CC_AV590","CC_AV591","CC_AV596","CC_AV597","CC_AV598","CC_AV604","CC_AV608","CC_AV609","CC_AV610","CC_AV611","CC_AV612","CC_AV650","CC_AV717","CC_AV718","CC_AV770","CC_AV782","CC_AV791","CC_AV794","CC_AV802","CC_AV803","CC_AV814","CC_AV816","CC_AV817","CC_AV833","CC_AV863","CC_AV864","CC_AV865","CC_AV866","CC_AV967","CC_AV968","CC_AV971","CC_AV972","CC_AV974","CC_AV996"
"pos_973",4.41677981541937,5.38831475385297,3.65155767972966,3.64366316716211,4.37160953072064,6.37098014212654,5.33267335164003,5.97463872042564,5.72675814063324,6.41728109035466,0.907555341690799,6.5124089001356,4.81783090253386,4.18269758364737,7.85450539731515,7.87841640989067,5.32891355237942,4.27707917362561,4.41460026931199,7.04187138050973,5.92734077790951,6.96475944258719,4.51371914619191,-0.883781844917038,6.33586347872163,4.80085048307863,5.08380055896011,5.38207563776956,8.22444501413679,7.76393078423973,2.95597411256577,11.2523219516049,6.48977612065505,8.80775702041868,7.37775250754885,6.81137141698542,5.49203994868605,8.00924533332451,6.78273617857957,7.56301107810629,8.27672765574612,8.9193095189448,7.75735692000618,4.38959950474931,7.25278337274912,5.6618248733781,7.2313274153233,7.57380085661091,5.39891963087048,5.55151230699739,5.71123331895851,4.57200264345785
"pos_974",-3.60416026768955,-1.73638099359634,-2.472867773566,-0.230805950754027,-4.22591382532399,-3.35481255767394,-5.48300595514371,-0.840566651598949,3.72328761925578,-4.19176272761988,-1.07226677637157,-0.374768187898646,-0.475768469295006,-0.0136996291561374,-0.990287531102548,-1.19200273529843,-4.67733430624679,-1.73290491494701,-4.24023296309289,0.550018284180054,-1.270148971895,-4.40113136209692,-0.625832206206879,-0.801319684725065,-0.276390713667269,-1.02092349889193,-1.14608639892327,-3.99749255834717,-3.43265563885995,-4.96482943222849,-4.05640153666833,-2.71669570068148,-5.25178407203864,-3.52534712873351,4.84503213808946,-3.94375683570688,-0.625170235958342,-4.73622026673715,1.85729886117412,-3.34558410107723,-4.51533470051487,-4.57719550870997,-0.501601630561697,2.78814888123959,-0.846125995152327,-1.62665673841612,-4.44603045404604,-3.97784822495123,2.21160524251078,6.78388881690646,-5.58527585650557,-4.46250548826944
"pos_977",1.3586768608558,3.42461088307596,4.15820226125288,1.76919404924597,2.77948723842662,1.50198615427655,4.45847806784085,3.878251595857,5.09923102636021,4.49622429382658,2.96237936643532,2.70051993940559,4.25215198526819,4.59116242900272,1.45449731157035,4.03681595519745,4.45779804089632,3.16325927406845,2.33908363245776,-0.0349442165411024,2.52571031132477,2.74140605735663,2.92534198105799,-0.801319684725065,1.72360928633273,2.13894783788646,3.16780437689868,2.05115875965494,-2.51726826265271,2.83452275206979,0.877971600564502,-1.80130832447424,5.91195848160529,1.09198564852159,5.33436434685433,4.03814993744538,4.80109451874376,3.62516375925147,3.09318712499479,-2.43019672486999,-3.59994732430764,3.76649098753904,2.06994035439714,3.1780953995556,1.72541598980651,3.68117652658546,2.31906614793445,3.80680070124343,2.30379894072053,2.62105324025047,3.33499031723268,4.27847704526231
"pos_978",-3.43628429324185,2.20743617101053,0.167589839746857,-4.03854934875113,-0.116676950588843,-0.305368767781049,-0.445403777895332,3.50520818524278,2.03461376901252,6.71507818556661,1.7235925068482,-1.3341262034013,0.524231530704994,-0.0136996291561374,-0.990287531102548,0.419431976783912,0.221163696984098,-1.73290491494701,1.32553710061981,-0.0349442165411024,-1.270148971895,-4.23325538764921,-4.7714917342689,-0.801319684725065,-0.276390713667269,-0.850998497449621,-1.31601140036558,-3.82961658389947,-3.26477966441225,-4.79695345778079,-1.1220283994355,-2.54881972623378,5.46275928264033,-3.35747115428581,4.82325702176911,2.69153496370654,-0.473167142513292,1.93710776556621,2.09318712499479,-3.17770812662953,1.10069306078432,4.74497566688424,-0.501601630561697,2.99625707656979,-0.846125995152327,4.17639804620786,0.329119812598375,2.19520307401881,-2.41044657694559,0.966549806276237,2.98916209370747,0.919622381376586
"pos_979",3.23494149243356,4.79500046691997,5.37483443478735,2.75914038458205,4.02401082962837,2.49049051543872,5.82839182131893,4.38825203889693,6.14922910992621,5.71787248247132,4.94392246172776,3.63293990723662,5.24760806012324,5.59116242900272,3.45817296971375,5.1097474776513,5.41901744200712,4.14837902452544,3.7113588121058,1.55001828418005,3.83837548488317,4.83518820367724,4.17434868296299,-0.801319684725065,2.71355562166881,2.99588478879462,4.65553215358519,3.06014754288219,-2.53422374000906,3.76818025724109,2.45623944871165,-1.81826380183059,6.92177181774791,1.09198564852159,6.20786900280712,5.2518774976547,5.82832905246926,4.9290704465008,4.96912090805287,1.56886719822956,0.100693060784317,4.86950265564189,3.18645436312356,4.0824527284186,3.8325719438347,4.60536438411811,3.60627803736572,5.09310488640007,3.57254699774872,4.15417680945201,4.47644866337294,5.40671802890745
"pos_980",3.59930485364132,5.01850650856712,5.46550105351568,3.66535823826143,4.35002266851249,2.85562310889126,6.17481604761215,5.25042788062164,6.45774925842683,6.08378858973602,5.28430746132268,4.05628162936883,5.5478318897639,6.07494140329148,3.75566684629091,5.25094076055029,5.87354395906536,4.50973993041588,3.61442493374317,1.55001828418005,3.86142222164523,5.02625604844529,4.54186469434332,0.783642815996091,2.71355562166881,3.56403900182922,5.00704335997607,2.97715817821116,-0.492578531877671,4.21677031623096,2.50894649904249,-2.09854668858656,7.10347777327059,1.00952348832962,4.99496864268544,5.51553255096672,6.14558541102344,5.3916736290317,5.3907310612552,1.56886719822956,1.10069306078432,5.08461751226655,3.27098787333523,5.0799150056167,3.96408858104452,4.991320819533,3.67883106399928,5.47346493404617,3.91598291017671,4.95649614161231,4.49720722353973,5.89180443723682
"pos_982",4.04229641449116,3.61529444468507,3.57537867128806,2.31351456546978,3.62628738419881,6.68078930706532,2.98922444974139,2.89639894256726,2.56788303555218,3.49622429382658,2.92773322362843,2.09586163734352,4.50405364876736,5.00866818387232,3.05410658825591,3.50843698284266,3.26717609474093,2.02790742117356,2.25582812880841,3.58303334140802,3.80310001013564,4.0804583300352,4.06377757873346,5.76431133774416,3.76800340569118,2.4220199969568,-0.316011400365578,1.48411816693104,7.07256889214878,5.12034055354787,5.17565214920519,6.08351948290265,4.52441587398912,5.33145158321698,3.26246893118737,2.85084285777483,3.57776982271193,2.82607645317747,1.67546053818831,3.77976398072818,2.61726858652522,5.10915052401049,1.59525990869089,4.0202803057763,4.21517018411655,3.21184688221215,4.03263892367144,4.10507752806615,4.06731168949829,2.87699822129794,4.41958632641726,4.32460621599151
"pos_984",3.41202628544874,5.22683621736194,7.96218961776027,4.93465940249759,5.97842699042701,5.01856168001746,8.12753324712198,11.4389310835135,4.76843965564816,14.8160451570392,4.95256507660836,4.50297606205036,8.93444730169885,6.80860563436744,2.64068736737544,7.96884912147364,3.83259840906644,3.3521986534294,7.20494695980622,4.61530974443177,4.63272856120689,3.71423585619116,4.18438236998997,2.06217831537007,8.05253349142214,5.64707503678059,3.67551044571012,3.84297283081676,3.97308504047114,5.32168532644065,3.27790220745314,2.28766019968287,13.0445855277428,5.29710007842621,12.8109720179537,5.0539016030513,6.20631295699215,5.20125493276708,4.04191324811879,4.61487959598639,2.27061806222663,6.70962268862711,4.43176117640801,10.4016208372288,5.8802814073153,12.3185635393206,3.66302054915181,4.58880004902414,3.49494042807254,3.99302201763743,3.62216549397055,8.95599953442715
"pos_985",10.9745709871924,12.3815371228249,13.3159794810706,10.9401275271298,11.9987370463874,10.1915404754781,13.6386986989851,12.8727363218974,14.2450733643604,13.7056820583385,12.8688776505226,11.5758606075113,13.1654052217378,13.7355762330707,10.9747952729576,12.6727960118788,13.6789815519927,11.8157698486634,11.793430976351,10.5785894826817,11.2198940546579,13.0379370879095,11.7369335379471,8.63701013581053,11.6776439954827,10.9864761357545,12.8271425873994,11.3330598165396,7.20521646500786,11.6778616055221,9.87165696839503,6.86927925732966,14.5000182211382,9.41516553961842,14.0590253904822,13.4722495811017,13.6662043414126,13.1049533132796,12.5971627265691,10.1846671028733,8.92069468990189,12.8130496101585,11.0573504816746,12.5358282505888,11.2972217852792,12.570636757113,11.1426115452186,13.1939029917742,11.1740462200303,12.3323456889594,12.1321968532396,13.2156250934527
"pos_986",5.87879768220828,4.56333582220086,7.82640759595879,5.95462014422847,8.54034369838433,4.3919849704863,4.83768457512867,5.91876675559571,9.78547156820429,3.72233213066202,6.00692167489984,6.94767506323089,3.31430846133076,3.22576630553925,6.16284222779679,5.44462188524521,5.04747677674559,6.70403792098482,5.37569377559197,4.29098580890376,5.52282203199995,4.92561528480519,5.71698325515431,4.13989098406733,6.67586518615017,6.96918046496557,6.46575811149755,5.28381951644521,2.08088833000566,6.81000043293572,2.50894649904249,-1.81826380183059,6.25754882351207,4.78624679173356,9.25616225450696,6.50411137188689,5.77855195009267,5.28865234121967,7.17089797186702,5.36472648144933,5.18815590203466,6.67274868336075,5.77658967340545,5.79667409833822,4.98253943315069,5.05594776954577,6.0928854661083,7.90028804882406,6.13282696150421,5.4619607220191,5.89757165843972,7.27554440611177
