"","OTU","Sample","Abundance","mouse_id","Genotype","Age","Genotype_Age","Tissue","Phenotype","Tissue_Age","Age_Genotype","Age_Phenotype","Exact_Age","Tumor_No","Cage","Litter","Cage_Genotype","Gender","ATF6_expression","GRP78_expression","Kingdom","Phylum","Class","Order","Family","Genus","ASV","Highest_classified"
"1007","Zotu180; Oscillibacter","D29748_81-AV570",0,"AV570","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.6,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","Zotu180","Zotu180; Oscillibacter"
"1008","Zotu188; GOTU1512","D29668_01-AV967",0,"AV967","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"T","162","T_tg/tg","f",5.120869837,23.50217257,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1009","Zotu188; GOTU1512","D29669_02-AV968",0,"AV968","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"T","162","T_tg/tg","f",7.497392279,27.88444959,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1010","Zotu188; GOTU1512","D29670_03-AV971",0,"AV971","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"U","165","U_tg/tg","m",4.530663119,23.61102698,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1011","Zotu188; GOTU1512","D29671_04-AV972",0,"AV972","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"U","165","U_tg/tg","m",7.602051975,23.72038557,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1012","Zotu188; GOTU1512","D29673_06-AV996",0,"AV996","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.1,0,"W","170","W_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1013","Zotu188; GOTU1512","D29675_08-AV583",0,"AV583","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",5.3,0,"F","141","F_tg/wt","f",2.178077903,23.61102698,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1014","Zotu188; GOTU1512","D29676_09-AV584",0,"AV584","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",5.3,0,"F","141","F_tg/wt","f",2.776092338,20.60213894,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1015","Zotu188; GOTU1512","D29677_10-AV587",0,"AV587","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",5.1,0,"G","140","G_tg/wt","m",2.405586854,17.93520366,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1016","Zotu188; GOTU1512","D29678_11-AV588",0,"AV588","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",4.9,0,"G","140","G_tg/wt","m",2.744206198,20.93805541,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1017","Zotu188; GOTU1512","D29679_12-AV596",0,"AV596","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",4.9,0,"H","139","H_tg/wt","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1018","Zotu188; GOTU1512","D29680_13-AV597",0,"AV597","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",4.9,0,"H","139","H_tg/wt","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1019","Zotu188; GOTU1512","D29683_16-AV816",0,"AV816","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"Q","159","Q_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1020","Zotu188; GOTU1512","D29684_17-AV817",0,"AV817","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5,0,"Q","159","Q_tg/tg","m",5.425372628,25.42287977,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1021","Zotu188; GOTU1512","D29685_18-AV863",0,"AV863","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"S","160","S_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1022","Zotu188; GOTU1512","D29686_19-AV864",0,"AV864","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"S","160","S_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1023","Zotu188; GOTU1512","D29691_24-AV580",0,"AV580","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"F","141","F_fl/fl","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1024","Zotu188; GOTU1512","D29692_25-AV608",0,"AV608","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",11.7,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1025","Zotu188; GOTU1512","D29733_66-AV604T",0,"AV604T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.3,3,"I","143","I_tg/tg","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1026","Zotu188; GOTU1512","D29734_67-AV770T",0,"AV770T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,1,"L","147a","L_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1027","Zotu188; GOTU1512","D29735_68-AV791T",0,"AV791T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,3,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1028","Zotu188; GOTU1512","D29736_69-AV782.2T",0,"AV7822T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,1,"M","149","M_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1029","Zotu188; GOTU1512","D29737_70-AV794T",0,"AV794T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12,1,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1030","Zotu188; GOTU1512","D29738_71-AV604TA",0,"AV604TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.3,3,"I","143","I_tg/tg","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1031","Zotu188; GOTU1512","D29739_72-AV770TA",0,"AV770TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,1,"L","147a","L_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1032","Zotu188; GOTU1512","D29740_73-AV791TA",0,"AV791TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,3,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1033","Zotu188; GOTU1512","D29741_74-AV782.2TA",0,"AV7822TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,1,"M","149","M_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1034","Zotu188; GOTU1512","D29742_75-AV794TA",0,"AV794TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12,1,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1035","Zotu188; GOTU1512","D29743_76-AV833T",0,"AV833T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.4,5,"R","158","R_tg/tg","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1036","Zotu188; GOTU1512","D29746_79-AV567",0,"AV567","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1037","Zotu188; GOTU1512","D29747_80-AV568",0,"AV568","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1038","Zotu188; GOTU1512","D29748_81-AV570",0,"AV570","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.6,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1039","Zotu188; GOTU1512","D29749_82-AV579",0,"AV579","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"F","141","F_tg/wt","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1040","Zotu188; GOTU1512","D29750_83-AV814",0,"AV814","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.3,0,"P","157","P_tg/wt","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1041","Zotu188; GOTU1512","D29751_84-AV803",0,"AV803","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.4,0,"O","156","O_tg/wt","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1042","Zotu188; GOTU1512","D29752_85-AV865",0,"AV865","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"S","160","S_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1043","Zotu188; GOTU1512","D29753_86-AV866",0,"AV866","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"S","160","S_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1044","Zotu188; GOTU1512","D29758_91-AV609",0,"AV609","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",11.7,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1045","Zotu188; GOTU1512","D29759_92-AV610",0,"AV610","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1046","Zotu188; GOTU1512","D29760_93-AV611",0,"AV611","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1047","Zotu188; GOTU1512","D29761_94-AV802",0,"AV802","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12.4,0,"O","156","O_fl/fl","f",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","GOTU1512","Zotu188","Zotu188; GOTU1512"
"1048","Zotu18; Parasutterella","D29685_18-AV863",0,"AV863","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"S","160","S_fl/fl","m",NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Zotu18","Zotu18; Parasutterella"
"1049","Zotu202; Lachnoclostridium","D29668_01-AV967",0,"AV967","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"T","162","T_tg/tg","f",5.120869837,23.50217257,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1050","Zotu202; Lachnoclostridium","D29669_02-AV968",0,"AV968","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"T","162","T_tg/tg","f",7.497392279,27.88444959,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1051","Zotu202; Lachnoclostridium","D29672_05-AV974",0,"AV974","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5.3,0,"V","165","V_tg/tg","f",5.992074477,23.4479337,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1052","Zotu202; Lachnoclostridium","D29675_08-AV583",0,"AV583","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",5.3,0,"F","141","F_tg/wt","f",2.178077903,23.61102698,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1053","Zotu202; Lachnoclostridium","D29678_11-AV588",0,"AV588","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",4.9,0,"G","140","G_tg/wt","m",2.744206198,20.93805541,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1054","Zotu202; Lachnoclostridium","D29679_12-AV596",0,"AV596","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",4.9,0,"H","139","H_tg/wt","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1055","Zotu202; Lachnoclostridium","D29680_13-AV597",0,"AV597","tg/wt","5wk","tg/wt_5wk","Healthy","NT","Healthy_5wk","5wk_tg/wt","5wk_NT",4.9,0,"H","139","H_tg/wt","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1056","Zotu202; Lachnoclostridium","D29683_16-AV816",0,"AV816","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"Q","159","Q_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1057","Zotu202; Lachnoclostridium","D29684_17-AV817",0,"AV817","tg/tg","5wk","tg/tg_5wk","Healthy","NT","Healthy_5wk","5wk_tg/tg","5wk_NT",5,0,"Q","159","Q_tg/tg","m",5.425372628,25.42287977,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1058","Zotu202; Lachnoclostridium","D29685_18-AV863",0,"AV863","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"S","160","S_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1059","Zotu202; Lachnoclostridium","D29691_24-AV580",0,"AV580","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"F","141","F_fl/fl","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1060","Zotu202; Lachnoclostridium","D29692_25-AV608",0,"AV608","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",11.7,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1061","Zotu202; Lachnoclostridium","D29733_66-AV604T",0,"AV604T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.3,3,"I","143","I_tg/tg","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1062","Zotu202; Lachnoclostridium","D29734_67-AV770T",0,"AV770T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,1,"L","147a","L_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1063","Zotu202; Lachnoclostridium","D29735_68-AV791T",0,"AV791T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,3,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1064","Zotu202; Lachnoclostridium","D29736_69-AV782.2T",0,"AV7822T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.1,1,"M","149","M_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1065","Zotu202; Lachnoclostridium","D29737_70-AV794T",0,"AV794T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12,1,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1066","Zotu202; Lachnoclostridium","D29738_71-AV604TA",0,"AV604TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.3,3,"I","143","I_tg/tg","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1067","Zotu202; Lachnoclostridium","D29740_73-AV791TA",0,"AV791TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,3,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1068","Zotu202; Lachnoclostridium","D29741_74-AV782.2TA",0,"AV7822TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12.1,1,"M","149","M_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1069","Zotu202; Lachnoclostridium","D29742_75-AV794TA",0,"AV794TA","tg/tg","12wk","tg/tg_12wk","Tumor_adjacent","T","Tumor_adjacent_12wk","12wk_tg/tg","12wk_T",12,1,"N","152a","N_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1070","Zotu202; Lachnoclostridium","D29743_76-AV833T",0,"AV833T","tg/tg","12wk","tg/tg_12wk","Tumor","T","Tumor_12wk","12wk_tg/tg","12wk_T",12.4,5,"R","158","R_tg/tg","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1071","Zotu202; Lachnoclostridium","D29746_79-AV567",0,"AV567","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1072","Zotu202; Lachnoclostridium","D29748_81-AV570",0,"AV570","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.6,0,"D","138","D_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1073","Zotu202; Lachnoclostridium","D29749_82-AV579",0,"AV579","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12,0,"F","141","F_tg/wt","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1074","Zotu202; Lachnoclostridium","D29750_83-AV814",0,"AV814","tg/wt","12wk","tg/wt_12wk","Healthy","NT","Healthy_12wk","12wk_tg/wt","12wk_NT",12.3,0,"P","157","P_tg/wt","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1075","Zotu202; Lachnoclostridium","D29752_85-AV865",0,"AV865","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"S","160","S_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1076","Zotu202; Lachnoclostridium","D29753_86-AV866",0,"AV866","fl/fl","5wk","fl/fl_5wk","Healthy","NT","Healthy_5wk","5wk_fl/fl","5wk_NT",5,0,"S","160","S_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1077","Zotu202; Lachnoclostridium","D29758_91-AV609",0,"AV609","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",11.7,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1078","Zotu202; Lachnoclostridium","D29759_92-AV610",0,"AV610","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12,0,"I","144","I_fl/fl","m",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
"1079","Zotu202; Lachnoclostridium","D29761_94-AV802",0,"AV802","fl/fl","12wk","fl/fl_12wk","Healthy","NT","Healthy_12wk","12wk_fl/fl","12wk_NT",12.4,0,"O","156","O_fl/fl","f",NA,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","Zotu202","Zotu202; Lachnoclostridium"
